header;url;nb_points;theme;duree;sujet_url;correction_url
La physique au service de la médecine;https://labolycee.org/la-physique-au-service-de-la-medecine;11 points;Bac S 2013-2020 | Physique | Mécanique quantique, dualité onde-particule | Ondes et matière | Transmettre et stocker l’information;2 heures;https://www.labolycee.org/sites/default/files/2025-12/2020-Antilles-Exo2-Sujet-PhysiqueMedecine-11pts.pdf;https://www.labolycee.org/sites/default/files/2025-12/2020-Antilles-Exo2-Correction-PhysiqueMedecine-11pts.pdf
Un nanosatellite;https://labolycee.org/un-nanosatellite;5 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Satellites, Lois de Kepler;53 minutes;https://www.labolycee.org/sites/default/files/2022-03/2020-CtresEtrangers-Exo3-Sujet-Nanosatellite-5pts.pdf;https://www.labolycee.org/sites/default/files/2022-04/2020-CtresEtrangers-Exo3-Correction-Nanosatellite-5pts_0.pdf
Positionnement par satellite;https://labolycee.org/positionnement-par-satellite;11 points;Bac S 2013-2020 | Physique | Ondes et matière | Effet Doppler | Temps, cinématique, dynamique newtonienne | Satellites, Lois de Kepler;1 heure 50 minutes;https://www.labolycee.org/sites/default/files/2019-12/2019-11-NelleCaledo-Exo2-Sujet-Argos-11pts.pdf;
Le canon de Paris;https://labolycee.org/le-canon-de-paris;5 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;50 minutes;https://www.labolycee.org/sites/default/files/2019-11/2019-11-AmSud-Exo3-Sujet-CanonParis-5pts.pdf;https://www.labolycee.org/sites/default/files/2020-06/2019-11-AmSud-Exo3-Correction-CanonParis-5pts.pdf
Une céramique comme réservoir dénergie;https://labolycee.org/une-ceramique-comme-reservoir-denergie;6 points;Bac S 2013-2020 | Physique | Mécanique quantique, dualité onde-particule | Transferts thermiques;1 heure;https://www.labolycee.org/sites/default/files/2019-11/2019-11-AmSud-Exo1-Sujet-CeramiqueE-6pts.pdf;https://www.labolycee.org/sites/default/files/2020-05/2019-11-AmSud-Exo1-Correction-CeramiqueE-6pts.pdf
Lexploration de lastéroïde Ryugu;https://labolycee.org/lexploration-de-lasteroide-ryugu;7 points;Bac S 2013-2020 | Physique | Transmettre et stocker l’information | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme | Mouvement dans un champ électrique uniforme;1 heure 10 minutes;https://www.labolycee.org/sites/default/files/2019-10/2019-09-Polynesie-Exo2-Sujet-Ryugu-7pts.pdf;
Appareil photographique en mode rafale;https://labolycee.org/appareil-photographique-en-mode-rafale;11 points;Bac S 2013-2020 | Physique | Ondes et matière | Transmettre et stocker l’information | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;1 heure 50 minutes;https://www.labolycee.org/sites/default/files/2019-10/2019-09-Antilles-Exo1-Sujet-PhotoRafale-11pts.pdf;https://www.labolycee.org/sites/default/files/2021-10/2019-09-Antilles-Exo1-Correction-PhotoRafale-11pts.pdf
Mission Rosetta;https://labolycee.org/mission-rosetta;10 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme | Satellites, Lois de Kepler;1 heure 30 minutes;https://www.labolycee.org/sites/default/files/2023-01/2019-Polynesie-Exo1-Sujet-Rosetta-10pts.pdf;https://www.labolycee.org/sites/default/files/2020-03/2019-Polynesie-Exo1-Correction-Rosetta-10pts.pdf
Ballon de chauffage sanitaire;https://labolycee.org/ballon-de-chauffage-sanitaire;5 points;Bac S 2013-2020 | Physique | Transferts thermiques;50 minutes;https://www.labolycee.org/sites/default/files/2020-06/2019-Antilles-Exo3-Sujet-BallonEauChaude-5pts.pdf;https://www.labolycee.org/sites/default/files/2021-04/2019-Antilles-Exo3-Correction-Chauffe-eau-5pts.pdf
Saut à la perche;https://labolycee.org/saut-la-perche;6 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;1 heure;https://www.labolycee.org/sites/default/files/2019-12/2019-Antilles-Exo2-Sujet-SautPerche-6pts.pdf;https://www.labolycee.org/sites/default/files/2025-11/2019-Antilles-Exo2-Correction-SautPerche-6pts_1.pdf
Saut à ski aux jeux olympiques dhiver 2018;https://labolycee.org/saut-ski-aux-jeux-olympiques-dhiver-2018;5 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2019/2019-Liban-Exo2-Sujet-SautSki-5pts.pdf;https://www.labolycee.org/sites/default/files/2022-12/2019-Liban-Exo2-Correction-SautSki-5pts.pdf
Newton car;https://labolycee.org/newton-car;11 points;Bac S 2013-2020 | Physique | Ondes et matière | Effet Doppler | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;1 heure 50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2019/2019-AmNord-Exo1-Sujet-NewtonCar-11pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2019/2019-AmNord-Exo1-Correction-NewtonCar-11pts.pdf
Saut sans parachute;https://labolycee.org/saut-sans-parachute;6 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;1 heure;https://www.labolycee.org/sites/default/files/exos/sujets/2019/2019-CtresEtrangers-Exo2-Sujet-SautSansParachute-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2019/2019-CtresEtrangers-Exo2-Correction-SautSansParachute-6pts.pdf
Le byssus de la moule;https://labolycee.org/le-byssus-de-la-moule;9 points;Bac S 2013-2020 | Chimie | Physique | Ondes et matière | Temps, cinématique, dynamique newtonienne;1 heure 30 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2019/2019-Asie-Exo2-Sujet-ByssusDeLaMoule-9pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2019/2019-Asie-Exo2-Correction-ByssusDeLaMoule-9pts.pdf
Les océans sous haute surveillance;https://labolycee.org/les-oceans-sous-haute-surveillance;6 points;Bac S 2013-2020 | Physique | Ondes et matière | Effet Doppler | Temps, cinématique, dynamique newtonienne | Satellites, Lois de Kepler;1 heure;https://www.labolycee.org/sites/default/files/2019-10/2019-Asie-Exo1-Sujet-Oceans-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2019/2019-Asie-Exo1-Correction-OceansSousSurveillance-6pts.pdf
A propos des éclipses solaires;https://labolycee.org/propos-des-eclipses-solaires;11 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Satellites, Lois de Kepler;1 heure 50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2018/2018-Pondichery-Exo2-Sujet-EclipseSolaire-11pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2018/2018-Pondichery-Exo2-Correction-Eclipses-11pts.pdf
Modélisation dun parachute au laboratoire;https://labolycee.org/modelisation-dun-parachute-au-laboratoire;6 points;Bac S 2013-2020 | Physique | Mesure du temps et oscillateur | Temps, cinématique, dynamique newtonienne;1 heure;https://www.labolycee.org/sites/default/files/exos/sujets/2018/2018-AmNord-Exo2-Sujet-ModelisationParachute-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2018/2018-AmNord-Exo2-Correction-ModelisationParachute-6pts.pdf
La mission Proxima;https://labolycee.org/la-mission-proxima;11 points;Bac S 2013-2020 | Physique | Ondes et matière | Temps, cinématique, dynamique newtonienne | Satellites, Lois de Kepler;1 heure 50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2018/2018-Liban-Exo1-Sujet-MissionProxima-11pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2018/2018-Liban-Exo1-Correction-MissionProxima-11pts.pdf
Le badminton, un sport dans le vent;https://labolycee.org/le-badminton-un-sport-dans-le-vent;8 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne;1 heure 20 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2018/2018-CtresEtrangers-Exo2-Sujet-Badminton-8pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2018/2018-CtresEtrangers-Exo2-Correction-Badminton-8pts.pdf
Décollage de la fusée Ariane 5;https://labolycee.org/decollage-de-la-fusee-ariane-5;6 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne;1 heure;https://www.labolycee.org/sites/default/files/exos/sujets/2019/2019-Metro-Exo2-Sujet-Fusee-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2019/2019-Metro-Exo2-Correction-Fusee-6pts.pdf
étude du vol dune balle de golf;https://labolycee.org/etude-du-vol-dune-balle-de-golf;6 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;1 heure;https://www.labolycee.org/sites/default/files/exos/sujets/2018/2018-Asie-Exo2-Sujet-Golf-6pts.pdf;https://www.labolycee.org/sites/default/files/2021-11/2018-Asie-Exo2-Correction-Golf-6pts_0.pdf
Ondes et électrons;https://labolycee.org/ondes-et-electrons;6 points;Bac S 2013-2020 | Physique | Mécanique quantique, dualité onde-particule | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ électrique uniforme;1 heure;https://www.labolycee.org/sites/default/files/exos/sujets/2016/2016-CtresEtrangers-Exo1-Sujet-OndesMatiere-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2016/2016-CtresEtrangers-Exo1-Correction-OndesMatiere-6pts.pdf
Détecteur de fumées;https://labolycee.org/detecteur-de-fumees;11 points;Bac S 2013-2020 | Physique | Ondes et matière | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ électrique uniforme;1 heure 50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2018/2018-NelleCaledo-Exo2-Sujet-Fumees-11pts.pdf;https://www.labolycee.org/sites/default/files/2021-05/2018-NelleCaledo-Exo2-Correction-Fumees-11pts_0.pdf
Les rayons X, outil dinvestigation;https://labolycee.org/les-rayons-x-outil-dinvestigation;6 points;Bac S 2013-2020 | Physique | Mécanique quantique, dualité onde-particule | Ondes et matière | Interférences | Temps et relativité restreinte | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ électrique uniforme;1 heure;https://www.labolycee.org/sites/default/files/exos/sujets/2016/2016-Antilles-Exo1-Sujet-RayonsX-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2016/2016-Antilles-Exo1-Correction-RayonsX-6pts.pdf
Le spectromètre de masse;https://labolycee.org/le-spectrometre-de-masse;9 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ électrique uniforme;1 heure 30 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2014/2014-Polynesie-Exo2-Sujet-SpectroMasse-9-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2014/2014-Polynesie-Exo2-Correction-SpectroMasse-9-5pts.pdf
Les débuts de lélectron en physique;https://labolycee.org/les-debuts-de-lelectron-en-physique;9 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ électrique uniforme;1 heure 30 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2014/2014-Liban-Exo2-Sujet-MvtElectron-9pts.pdf;https://www.labolycee.org/sites/default/files/2025-03/2014-Liban-Exo2-Correction-MvtElectron-9pts.pdf
Détermination du rapport e/m pour lélectron;https://labolycee.org/determination-du-rapport-em-pour-lelectron;5 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ électrique uniforme;50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2013/2013-Antilles-Exo3-Sujet-e-m-electron-5pts.pdf;https://www.labolycee.org/sites/default/files/2022-04/2013-Antilles-Exo3-Correction-e-m-electron-5pts.pdf
Service et réception au volley-ball;https://labolycee.org/service-et-reception-au-volley-ball;11 points;Bac S 2013-2020 | Physique | Ondes et matière | Effet Doppler | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;1 heure 50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2018/2018-Metro-Exo2-Sujet-VolleyBall-11pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2018/2018-Metro-Exo2-Correction-VolleyBall-11pts.pdf
Autour du papillon;https://labolycee.org/autour-du-papillon;11 points;Bac S 2013-2020 | Physique | Ondes et matière | Effet Doppler | Interférences | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;1 heure 50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2018/2018-Antilles-Exo1-Sujet-papillon-11pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2018/2018-Antilles-Exo1-Correction-papillon-11pts.pdf
Interférences avec des atomes froids;https://labolycee.org/interferences-avec-des-atomes-froids;5 points;Bac S 2013-2020 | Physique | Mécanique quantique, dualité onde-particule | Ondes et matière | Interférences | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2017/2017-Liban-Exo3-Sujet-Atomes%20froids-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2017/2017-Liban-Exo3-Correction-Atomes%20froids-5pts.pdf
La mécanique au service de la pétanque;https://labolycee.org/la-mecanique-au-service-de-la-petanque;5 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;50 minutes;https://www.labolycee.org/sites/default/files/2020-01/2017-Liban-Exo1-Sujet-Petanque-5pts.pdf;https://www.labolycee.org/sites/default/files/2020-01/2017-Liban-Exo1-Correction-Petanque-5pts.pdf
Son et lumière;https://labolycee.org/son-et-lumiere;11 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;1 heure 50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2017/2017-Metropole-Exo2-Sujet-SonEtLumiere-11pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2017/2017-Metropole-Exo2-Correction-SonEtLumiere-11pts.pdf
Randonnée en montagne;https://labolycee.org/randonnee-en-montagne;5 points;Bac S 2013-2020 | Physique | Transferts thermiques | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2017/2017-Polynesie-Exo3-Sujet-Randonnee-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2017/2017-Polynesie-Exo3-Correction-Randonnee-5pts.pdf
Interférences de molécules;https://labolycee.org/interferences-de-molecules;11 points;Bac S 2013-2020 | Physique | Mécanique quantique, dualité onde-particule | Ondes et matière | Interférences | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;1 heure 50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2017/2017-09-Metro-Exo2-Sujet-InterferencesMolecules-11pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2017/2017-09-Metro-Exo2-Correction-InterferencesMolecules-11pts.pdf
Water Jump;https://labolycee.org/water-jump;5 points;Bac S 2013-2020 | Physique | Mesure du temps et oscillateur | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2017/2017-AmSud-Exo1-Sujet-WaterJump-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2017/2017-AmSud-Exo1-Correction-WaterJump-6pts.pdf
Vol Zéro-G;https://labolycee.org/vol-zero-g;6 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;1 heure;https://www.labolycee.org/sites/default/files/exos/sujets/2016/2016-Liban-Exo1-Sujet-AirbusZeroG-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2016/2016-Liban-Exo1-Correction-AirbusZeroG-6pts.pdf
Les drones grand public;https://labolycee.org/les-drones-grand-public;11 points;Bac S 2013-2020 | Physique | Ondes et matière | Effet Doppler | Transmettre et stocker l’information | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;1 heure 50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2016/2016-Pondichery-Exo2-Sujet-Drone-11pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2016/2016-Pondichery-Exo2-Correction-Drone-11pts.pdf
Super héros en danger ...;https://labolycee.org/super-heros-en-danger;6 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;1 heure;https://www.labolycee.org/sites/default/files/exos/sujets/2015/2015-AmNord-Exo1-Sujet-SuperHeros-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2015/2015-AmNord-Exo1-Correction-SuperHeros-6pts.pdf
Performance dune athlète;https://labolycee.org/performance-dune-athlete;10 points;Bac S 2013-2020 | Chimie | Physique | Temps, cinématique, dynamique newtonienne | Mouvement dans un champ de pesanteur uniforme;1 heure 40 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2015/2015-Polynesie-Exo1-Sujet-Marteau-10pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2015/2015-Polynesie-Exo1-Correction-Marteau-10pts.pdf
Voyage dans la ceinture dastéroïdes;https://labolycee.org/voyage-dans-la-ceinture-dasteroides;11 points;Bac S 2013-2020 | Physique | Temps, cinématique, dynamique newtonienne | Satellites, Lois de Kepler;1 heure 50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2018/2018-09-Metropole-Exo2-Sujet-MoteurIonique-11pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2018/2018-09-Metropole-Exo2-Correction-MoteurIonique-11pts.pdf
Les ondes gravitationnelles;https://labolycee.org/les-ondes-gravitationnelles;6 points;Bac S 2013-2020 | Physique | Ondes et matière | Temps, cinématique, dynamique newtonienne | Satellites, Lois de Kepler;1 heure;https://www.labolycee.org/sites/default/files/exos/sujets/2017/2017-Asie-Exo2-Sujet-OndesGravitationnelles-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2017/2017-Asie-Exo2-Correction-OndesGravitationnnelles-6pts.pdf
